,movie_id,original_language,status,title,genres,keywords,overview,cast,crew
608,3093,en,Released,Basic Instinct 2,"['Crime', 'Mystery', 'Thriller']","['malenudity', 'sex', 'legs', 'soholondon', 'playinggod', 'jacuzzi']","Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.","['Sharon Stone', 'David Morrissey', 'Charlotte Rampling']",['Michael Caton-Jones']
609,107846,en,Released,Escape Plan,"['Action', 'Thriller']","['prison', 'muslim', 'ship', 'mystery', 'sciencefiction', 'escape', 'crime', 'prisonescape', 'ciaagent']","Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.","['Sylvester Stallone', 'Arnold Schwarzenegger', 'Jim Caviezel']",['Mikael Håfström']
610,188207,en,Released,The Legend of Hercules,"['Action', 'Adventure']","['mythology', 'zeus', 'ancientgreece', 'demigod', 'cityofargos', 'mistakenparentage']","In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.","['Kellan Lutz', 'Liam McIntyre', 'Gaia Weiss']",['Renny Harlin']
611,4614,en,Released,The Sum of All Fears,"['Thriller', 'Action', 'Drama']","['cia', 'terrorist', 'atomicbomb', 'coldwar', 'nuclearexplosion', 'jackryan']","When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians.","['Ben Affleck', 'Morgan Freeman', 'James Cromwell']",['Phil Alden Robinson']
612,24021,en,Released,The Twilight Saga: Eclipse,"['Adventure', 'Fantasy', 'Drama', 'Romance']","['vampire', 'graduation', 'bite', 'immortality', 'werewolf', 'fangvamp']","Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.","['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",['David Slade']
613,11371,en,Released,The Score,"['Action', 'Crime', 'Thriller']","['quebec', 'jewel', 'scepter', 'customshouse', 'jewelryheist', 'blueprint', 'assumedidentity', 'schematic', 'voiceover', 'surveillancecamera', 'onelastjob']",An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,"['Robert De Niro', 'Edward Norton', 'Marlon Brando']",['Frank Oz']
614,20352,en,Released,Despicable Me,"['Animation', 'Family']","['adoptivefather', 'orphanage', ""life'sdream"", 'rivalry', 'stealing', 'ballet', 'littlegirl', 'orphan', 'fatherdaughterrelationship', 'tomboy', 'mothersonrelationship', 'intelligent', 'kids', 'evildoctor', 'duringcreditsstinger', 'minions', 'supervillain', '3d', 'despicable', 'cattivissimo']","Villainous Gru lives up to his reputation as a despicable, deplorable and downright unlikable guy when he hatches a plan to steal the moon from the sky. But he has a tough time staying on task after three orphans land in his care.","['Steve Carell', 'Jason Segel', 'Russell Brand']",['Pierre Coffin']
615,11517,en,Released,Money Train,"['Action', 'Comedy', 'Crime']","['brotherbrotherrelationship', 'subway', 'newyorkcity', 'newyorksubway', 'trainrobbery']","A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.","['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez']",['Joseph Ruben']
616,214756,en,Released,Ted 2,['Comedy'],"['spermbank', 'sequel', 'buddy', 'courthouse', 'teddybear', 'aftercreditsstinger', 'toycomestolife', 'married']","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.","['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried']",['Seth MacFarlane']
617,26428,en,Released,Agora,"['Adventure', 'Drama', 'History']","['christianity', 'philosophy', 'egypt', 'newlove', 'war', 'cult', 'historicalfigure', 'history', 'swordfight', 'ancientworld', 'destiny', 'fallinlove', 'hypatia', 'misogyny', 'persecution', 'libraryofalexandria', 'politicalunrest', 'impossiblelove', 'falsehistory', 'powerrelations', 'unfulfillment', 'masterandservant', 'loveandromance', 'unfulfilledlove']","A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.","['Rachel Weisz', 'Max Minghella', 'Oscar Isaac']",['Alejandro Amenábar']
618,9824,en,Released,Mystery Men,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'ScienceFiction']","['bowling', 'hostage', 'sphinx', 'training', 'insaneasylum', 'tools', 'frankenstein', 'casanova', 'superhero', 'basedoncomicbook', 'independentfilm', 'comedy', 'spoof', 'skull', 'shovel', 'disco', 'superherospoof', 'invisibleman', 'darkhorsecomics', 'invisibility', 'rajah', 'bowlingball', 'spleen', 'evilgenius']","When Captain Amazing (Kinnear) is kidnapped by Casanova Frankenstein (Rush) a group of superheroes combine together to create a plan. But these aren't normal superheroes. Now, the group who include such heroes as Mr. Furious (Stiller), The Shoveller (Macy) and The Blue Raja (Azaria) must put all the powers together to save everyone they know and love.","['Ben Stiller', 'Geoffrey Rush', 'Claire Forlani']",['Kinka Usher']
619,48988,en,Released,Hall Pass,['Comedy'],"['wifehusbandrelationship', 'daydream', 'marriage', 'freedom', 'friends']","When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.","['Owen Wilson', 'Jason Sudeikis', 'Jenna Fischer']",['Bobby Farrelly']
620,9008,en,Released,The Insider,"['Drama', 'Thriller']","['spy', 'newspaper', 'research', 'interview', 'tobacco', 'insider', 'conspiracytheory', 'reporter', 'whistleblower', 'columbiabroadcastingsystem(cbs)', 'tobaccoindustry']","Tells the true story of a 60 Minutes television series exposé of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand","['Al Pacino', 'Russell Crowe', 'Christopher Plummer']",['Michael Mann']
621,300673,en,Released,The Finest Hours,"['Action', 'Drama', 'History', 'Thriller']","['coastguard', 'basedontruestory', 'survival', 'rescuemission', 'stormatsea', 'sinkingship', '1950s', '3d']",The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,"['Chris Pine', 'Casey Affleck', 'Ben Foster']",['Craig Gillespie']
622,12113,en,Released,Body of Lies,"['Action', 'Drama', 'Thriller']","['terror', 'falselyaccused', 'basedonnovel', 'dyinganddeath', 'jordan', 'dubai', 'intelligenceagency', 'beating']","The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.","['Leonardo DiCaprio', 'Russell Crowe', 'Mark Strong']",['Ridley Scott']
623,38778,en,Released,Dinner for Schmucks,['Comedy'],"['mouse', 'idiot', 'mindcontrol', 'taxidermy', 'aftercreditsstinger', 'duringcreditsstinger']","Rising executive Tim Wagner works for a boss who hosts a monthly dinner in which the guest who brings the biggest buffoon gets a career-boost. Tim plans on not attending until he meets Barry, a man who builds dioramas using stuffed mice. Barry's blundering but good intentions send Tim's life into a downward spiral, threatening a major business deal and possibly scuttling Tim's engagement to his fiancee.","['Steve Carell', 'Paul Rudd', 'Stephanie Szostak']",['Jay Roach']
624,72331,en,Released,Abraham Lincoln: Vampire Hunter,"['Action', 'Fantasy', 'Horror']","['usapresident', 'vampire', 'steamlocomotive', 'americancivilwar', '19thcentury', 'abrahamlincoln', '3d']","President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.","['Benjamin Walker', 'Dominic Cooper', 'Anthony Mackie']",['Timur Bekmambetov']
625,1844,en,Released,Entrapment,"['Romance', 'Drama', 'Mystery']","['londonengland', ""newyear'seve"", 'skyscraper', 'burglar', 'distrust', 'undercover', 'blackmail', 'nudity', 'thief', 'heist', 'oldermanyoungerwomanrelationship', 'artthief', 'criminal', 'arttheft', 'millennium', 'manhattan,newyorkcity', 'gala', 'kualalumpurmalaysia']","Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.","['Sean Connery', 'Catherine Zeta-Jones', 'Will Patton']",['Jon Amiel']
626,846,en,Released,The X Files,"['Mystery', 'ScienceFiction', 'Thriller']","['bomb', 'helicopter', 'secret', 'obsession', 'extraterrestrialtechnology', 'fbi', 'spacemarine', 'mutation', 'secretsociety', 'secretorganization', 'secretlab', 'x-files', 'government']","Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.","['David Duchovny', 'Gillian Anderson', 'Mitch Pileggi']",['Rob Bowman']
627,9703,en,Released,The Last Legion,"['Action', 'Adventure', 'Fantasy', 'War']","['romanempire', 'emperor', 'ancientrome', 'westernromanempire', 'ancientworld', 'juliuscaesar']","As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.","['Colin Firth', 'Ben Kingsley', 'Aishwarya Rai Bachchan']",['Doug Lefler']
628,857,en,Released,Saving Private Ryan,"['Drama', 'History', 'War']","['warcrimes', 'selfsacrifice', 'warveteran', 'worldwarii', 'warship', 'airplane', 'bravery', 'normandy', 'parachute', 'troops', 'waffenss', 'omahabeach', 'army', 'cowardice', 'americanflag', 'warmemorial', 'desertedtown', 'military', '1940s']","As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.","['Tom Hanks', 'Matt Damon', 'Vin Diesel']",['Steven Spielberg']
629,136797,en,Released,Need for Speed,"['Action', 'Crime', 'Drama', 'Thriller']","['streetrace', 'supercars', 'superspeed', 'car', 'basedonvideogame', 'duringcreditsstinger', '3d']","The film revolves around a local street-racer who partners with a rich and arrogant business associate, only to find himself framed by his colleague and sent to prison. After he gets out, he joins a New York-to-Los Angeles race to get revenge. But when the ex-partner learns of the scheme, he puts a massive bounty on the racer's head, forcing him to run a cross-country gauntlet of illegal racers in all manner of supercharged vehicles.","['Aaron Paul', 'Dominic Cooper', 'Imogen Poots']",['Scott Waugh']
630,3981,en,Released,What Women Want,"['Comedy', 'Romance']","['women', 'telepathy', 'supernaturalpowers', 'advertisingexecutive', 'womandirector']","Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.","['Helen Hunt', 'Mel Gibson', 'Marisa Tomei']",['Nancy Meyers']
631,425,en,Released,Ice Age,"['Animation', 'Comedy', 'Family', 'Adventure']","['humanevolution', 'parentskidsrelationship', 'squirrel', 'ice', 'lossofchild', 'mammoth', 'sloth', 'dyinganddeath', 'stoneage', 'prehistoric', 'saber-toothedtiger', 'cavemen', 'prehistoriccreature', 'prehistoricadventure', 'prehistorictimes', 'prehistoricman']","With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.","['Ray Romano', 'John Leguizamo', 'Denis Leary']",['Chris Wedge']
632,6171,en,Released,Dreamcatcher,"['Drama', 'Horror', 'ScienceFiction', 'Thriller']",['religionandsupernatural'],"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.","['Morgan Freeman', 'Thomas Jane', 'Jason Lee']",['Lawrence Kasdan']
633,72976,en,Released,Lincoln,"['History', 'Drama']","['usapresident', 'speech', 'battlefield', 'familyconflict', 'mourning', 'americancivilwar', 'culturalconflict', 'basedontrueevents', 'battleofgettysburg', 'secession', 'presidentialcabinet', 'gettysburgaddress', 'conflagration', 'ethicaldilemma', 'emancipation', 'abrahamlincoln']","A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.","['Daniel Day-Lewis', 'Sally Field', 'David Strathairn']",['Steven Spielberg']
634,603,en,Released,The Matrix,"['Action', 'ScienceFiction']","['savingtheworld', 'artificialintelligence', 'manvsmachine', 'philosophy', 'prophecy', 'martialarts', 'selfsacrifice', 'fight', 'insurgence', 'virtualreality', 'dystopia', 'truth', 'cyberpunk', 'womandirector', 'messiah', 'gnosticism']","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss']",['Lilly Wachowski']
635,568,en,Released,Apollo 13,['Drama'],"['moon', 'florida', 'nasa', 'spaceman', 'raceagainsttime', 'houston', 'basedontruestory', 'space', 'rescue', 'survival', 'disaster', 'explosion', 'astronaut', 'imax', 'saturnvrocket', 'courage', 'hypothermia', 'apolloprogram', 'capekennedy', 'lunarmission', 'spacecraftaccident']","The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.","['Tom Hanks', 'Bill Paxton', 'Kevin Bacon']",['Ron Howard']
636,9021,en,Released,The Santa Clause 2,"['Fantasy', 'Comedy', 'Family']","['holiday', 'christmasparty', 'home', 'santaclaus', 'magic', 'toy', 'wish', 'son', 'sequel', 'savingchristmas', 'christmas']","Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.","['Tim Allen', 'Elizabeth Mitchell', 'David Krumholtz']",['Michael Lembeck']
637,82695,en,Released,Les Misérables,"['Drama', 'Music', 'Romance']","['france', 'robbery', 'brothel', 'mayor', 'star', 'musical', 'arrest', 'army', 'rebellion', 'wedding', 'fallinginlove', 'corpse', 'parole', 'convict', 'girldisguisedasboy']","An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.","['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway']",['Tom Hooper']
638,9489,en,Released,You've Got Mail,"['Comedy', 'Romance']","['romanticcomedy', 'onlinedating', 'womandirector']","Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet – both blissfully unaware that he's putting her out of business.","['Tom Hanks', 'Meg Ryan', 'Katie Sagona']",['Nora Ephron']
639,12133,en,Released,Step Brothers,['Comedy'],"['becominganadult', 'autonomy', 'childhoodtrauma', 'hostility', 'stepbrother', 'slacker', 'manchild', 'aftercreditsstinger', 'duringcreditsstinger']","Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye.","['Will Ferrell', 'John C. Reilly', 'Mary Steenburgen']",['Adam McKay']
640,9342,en,Released,The Mask of Zorro,"['Action', 'Adventure']","['california', 'spy', 'hero', 'horsebackriding', 'swordfight', 'revenge']","It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.","['Antonio Banderas', 'Anthony Hopkins', 'Catherine Zeta-Jones']",['Martin Campbell']
641,41733,en,Released,Due Date,"['Comedy', 'Drama']","['highway', 'slacker', 'hitchhiker', 'wallet', 'sunglasses', 'reststop', 'vicodin', 'waffle']","Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.","['Robert Downey Jr.', 'Zach Galifianakis', 'Michelle Monaghan']",['Todd Phillips']
642,227306,en,Released,Unbroken,"['Drama', 'War']","['worldwarii', 'prisonersofwar', 'biography', 'sport', 'war', 'athlete', 'womandirector', 'olympicathlete']","A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.","[""Jack O'Connell"", 'Domhnall Gleeson', 'Garrett Hedlund']",['Angelina Jolie']
643,5551,en,Released,Space Cowboys,"['Action', 'Adventure', 'Thriller']","['nasa', 'spacetravel', 'astronaut', 'elderly']","Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.","['Clint Eastwood', 'Tommy Lee Jones', 'Donald Sutherland']",['Clint Eastwood']
644,9350,en,Released,Cliffhanger,"['Action', 'Adventure', 'Thriller']","['rockymountains', 'airplane', 'hijacking', 'suitcase', 'climbing', 'heist', 'money', 'snow', 'mountainclimbing', 'mountain']","A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.","['Sylvester Stallone', 'John Lithgow', 'Michael Rooker']",['Renny Harlin']
645,9208,en,Released,Broken Arrow,"['Action', 'Adventure', 'Drama', 'Thriller']","['helicopter', 'river', 'captain', 'underground', 'mexicanstandoff', 'countdown', 'pilot', 'fistfight', 'canyon', 'major', 'betrayal', 'gunfight', 'train', 'explosion', 'parkranger', 'desert', 'military', 'nucleardevice', 'boxing', 'stealthaircraft', 'abandonedmine', 'humvee']","When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.","['John Travolta', 'Christian Slater', 'Samantha Mathis']",['John Woo']
646,4244,en,Released,The Kid,"['Fantasy', 'Comedy', 'Family']","['agedifference', 'midlifecrisis', 'suppressedpast', 'self-awareness', 'childhoodmemory', 'humor', 'changingthepastorfuture']","Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly -- with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.","['Bruce Willis', 'Spencer Breslin', 'Emily Mortimer']",['Jon Turteltaub']
647,1852,en,Released,World Trade Center,"['Drama', 'History', 'Thriller']","['terror', 'runaway', 'alarmclock', 'hero', 'firemen', 'fireengine', 'waronterror', 'rescue', 'marine', 'hospital', 'trapped', 'rubble', 'rescueteam']","On September, 11th 2001, after the terrorist attack to the World Trade Center, the building collapses over the rescue team from the Port Authority Police Department. Will Jimeno and his sergeant John McLoughlin are found alive trapped under the wreckage while the rescue teams fight to save them.","['Nicolas Cage', 'Maria Bello', 'Maggie Gyllenhaal']",['Oliver Stone']
648,11820,en,Released,Mona Lisa Smile,"['Drama', 'Romance']","['faculty', 'arthistory', 'rowing', 'schoolnurse', 'femininity', 'teacherhero', 'womensissues']","The story of Katherine Ann Watson, a feminist teacher who studied at UCLA graduate school and in 1953 left her boyfriend behind in Los Angeles, California to teach at Wellesley College, a conservative women's private liberal arts college in Massachusetts, United States.","['Julia Roberts', 'Kirsten Dunst', 'Julia Stiles']",['Mike Newell']
649,76493,en,Released,The Dictator,['Comedy'],['kurdish'],The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,"['Sacha Baron Cohen', 'Sayed Badreya', 'Aasif Mandvi']",['Larry Charles']
650,345,en,Released,Eyes Wide Shut,"['Mystery', 'Drama']","['lifeanddeath', 'sexualobsession', 'freelove', 'heterosexual', 'christmasparty', 'eroticism', 'orgy', 'maskedball', 'marijuana', 'illegalprostitution']","After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.","['Tom Cruise', 'Nicole Kidman', 'Madison Eginton']",['Stanley Kubrick']
651,196867,en,Released,Annie,"['Comedy', 'Drama', 'Family']","['musical', 'orphan', 'fosterchild']","Ever since her parents left her as a baby, little Annie has led a hard-knock life with her calculating foster mother, Miss Hannigan. However, all that changes when hard-nosed billionaire and mayoral candidate Will Stacks takes her in on the recommendation of his advisers. Stacks believes that he's Annie's guardian angel, but the plucky youngster's confidence and sunny outlook may mean that Annie will save Will instead.","['Quvenzhané Wallis', 'Jamie Foxx', 'Rose Byrne']",['Will Gluck']
652,256591,en,Released,Focus,"['Romance', 'Comedy', 'Crime', 'Drama']","['seduction', 'conman', 'femmefatale', 'deception', 'rivalry', 'conartist']","Nicky, a veteran con artist, takes a novice named Jess under his wing. While Nicky teaches Jess the tricks of the trade, the pair become romantically involved; but, when Jess gets uncomfortably close, Nicky ends their relationship. Three years later, Nicky is in Buenos Aires working a very dangerous scheme when Jess -- now an accomplished femme fatale -- unexpectedly shows up. Her appearance throws Nicky for a loop at a time when he cannot afford to be off his game.","['Will Smith', 'Margot Robbie', 'Rodrigo Santoro']",['Glenn Ficarra']
653,59962,en,Released,This Means War,"['Action', 'Comedy', 'Romance']","['lovetriangle', 'friendship', 'dating', 'sushibar', 'explodingairplane', 'onlinedating', 'stable', 'karateclass', 'dogshelter']",Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.,"['Reese Witherspoon', 'Chris Pine', 'Tom Hardy']",['McG']
654,36648,en,Released,Blade: Trinity,"['ScienceFiction', 'Action', 'Horror', 'Thriller', 'Adventure', 'Fantasy']","['fbi', 'dracula', 'fistfight', 'vampirehunter', 'superhero', 'basedoncomicbook', 'martialartsmaster', 'motorcycle', 'katanasword', 'blade', 'lossoffriend', 'supervillain', 'vampireslayer', 'fastmotionscene', 'femalevampire']","For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed - The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him, the original vampire, Dracula.","['Wesley Snipes', 'Kris Kristofferson', 'Dominic Purcell']",['David S. Goyer']
655,1880,en,Released,Red Dawn,"['Action', 'Thriller']","['guerrilla', 'colorado', 'invasion', 'anti-communism', 'nearfuture', 'redarmy']","It is the mid-1980s. From out of the sky, Soviet and Cuban troops begin landing on the football field of a Colorado high school. In seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. Armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and Soviet KGB patrols hunting for them.","['Patrick Swayze', 'C. Thomas Howell', 'Lea Thompson']",['John Milius']
656,9440,en,Released,Primary Colors,"['Comedy', 'Drama']","['whitehouse', 'usapresident', 'presidentialelection', 'scandal', 'georgew.bush', 'extramaritalaffair']","In this adaptation of the best-selling roman à clef about Bill Clinton's 1992 run for the White House, the young and gifted Henry Burton is tapped to oversee the presidential campaign of Governor Jack Stanton. Burton is pulled into the politician's colorful world and looks on as Stanton -- who has a wandering eye that could be his downfall -- contends with his ambitious wife, Susan, and an outspoken adviser, Richard Jemmons.","['John Travolta', 'Emma Thompson', 'Billy Bob Thornton']",['Mike Nichols']
657,71679,en,Released,Resident Evil: Retribution,"['Action', 'Horror', 'ScienceFiction']","['mutant', 'dystopia', 'sequel', 'conspiracy', 'tokyojapan', 'zombie', 'basedonvideogame', 'moscow', 'handtohandcombat', 'virus', 'plague', 'pandemic', 'megacorporation']","The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.","['Milla Jovovich', 'Sienna Guillory', 'Michelle Rodriguez']",['Paul W.S. Anderson']
658,10483,en,Released,Death Race,"['Action', 'Thriller', 'ScienceFiction']","['carrace', 'dystopia', 'matteroflifeanddeath', 'prisonguard', 'carsetonfire', 'escapefromprison', 'explodingbuilding', 'vehiclecombat', 'carcrash', 'violence']","Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.","['Jason Statham', 'Joan Allen', 'Ian McShane']",['Paul W.S. Anderson']
659,11412,en,Released,The Long Kiss Goodnight,"['Crime', 'Action', 'Mystery', 'Thriller']","['assassination', 'amnesia', 'hostage', 'chase', 'darkcomedy', 'teacher', 'escape', 'singlemother', 'timebomb', 'candlelightvigil', 'rogueagent', 'streetshootout', 'exciaagent', 'christmasparade']","Samantha Caine, suburban homemaker, is the ideal mom to her 8 year old daughter Caitlin. She lives in Honesdale, PA, has a job teaching school and makes the best Rice Krispie treats in town. But when she receives a bump on her head, she begins to remember small parts of her previous life as a lethal, top-secret agent","['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima']",['Renny Harlin']
660,11983,en,Released,Proof of Life,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']","['hostage', 'newlove', 'suspense', 'agent']","Alice hires a professional negotiator to obtain the release of her engineer husband, who has been kidnapped by anti-government guerrillas in South America.","['Meg Ryan', 'Russell Crowe', 'David Morse']",['Taylor Hackford']
661,6795,en,Released,Zathura: A Space Adventure,"['Family', 'Fantasy', 'ScienceFiction', 'Adventure']","['adventure', 'house', 'alien', 'giantrobot', 'outerspace', 'astronaut']","After their father is called into work, two young boys, Walter and Danny, are left in the care of their teenage sister, Lisa, and told they must stay inside. Walter and Danny, who anticipate a boring day, are shocked when they begin playing Zathura, a space-themed board game, which they realize has mystical powers when their house is shot into space. With the help of an astronaut, the boys attempt to return home.","['Jonah Bobo', 'Josh Hutcherson', 'Dax Shepard']",['Jon Favreau']
